Title,Type / Creator / Imprint,Barcode,Inventory Number,Receiving Number,Library,Library Unit,Temporary Library,Creation Date,Modification Date,Process type,To Library,Expected Arrival Time,At Library,At,On Hold Expiration Date,Due Date,Needed By,Until,Permanent Location,Temporary Location,Call Number,Call Number Type,Accession Number,Temporary Call Number,Temporary Call Number Type,Item call number,Item call number type,Status,RFID Security Status,Due back,Item Policy,Temporary Item Policy,Material Type,Copy ID,Description,Orders,Requests,Peer Reviewed,Item ID,Holdings ID,MMS ID
The complete writings of James Russell Lowell.,"Book By Lowell, James Russell, (Cambridge, The Riverside Press, 1904.)",33086000961516,,,F.W. Olin Library,,,08/08/2022 14:48:58 ,08/08/2022 14:48:58 ,,,,,,,,,,Non-Fiction,,818 L915A,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23402591030001401,22402591140001401,9952167339601401
The complete writings of James Russell Lowell.,"Book By Lowell, James Russell, (Cambridge, The Riverside Press, 1904.)",33086001511658,,,F.W. Olin Library,,,08/08/2022 14:48:58 ,08/08/2022 14:48:58 ,,,,,,,,,,Non-Fiction,,818 L915A,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 2,0,0,,23402591120001401,22402591140001401,9952167339601401
"Representative selections, with introduction, bibliography and notes, by Odell Shepard ...","Book By Longfellow, Henry Wadsworth, (New York, Cincinnati [etc.] American Book Company [c1934])",33086000961508,,,F.W. Olin Library,,,08/08/2022 14:48:56 ,08/08/2022 14:48:56 ,,,,,,,,,,Non-Fiction,,818 L853As,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402592020001401,22402592120001401,9952167339901401
The work of Stephen Crane. Edited by Wilson Follett.,"Book By Crane, Stephen, (New York, Russell & Russell [1963])",33086000960419,,,F.W. Olin Library,,,08/08/2022 14:48:50 ,08/08/2022 14:48:50 ,,,,,,,,,,Non-Fiction,,818 C891Af,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.9-10,0,0,,23402593680001401,22402594340001401,9952167073801401
The work of Stephen Crane. Edited by Wilson Follett.,"Book By Crane, Stephen, (New York, Russell & Russell [1963])",33086000960393,,,F.W. Olin Library,,,08/08/2022 14:48:50 ,08/08/2022 14:48:50 ,,,,,,,,,,Non-Fiction,,818 C891Af,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.7-8,0,0,,23402593770001401,22402594340001401,9952167073801401
The work of Stephen Crane. Edited by Wilson Follett.,"Book By Crane, Stephen, (New York, Russell & Russell [1963])",33086000960377,,,F.W. Olin Library,,,08/08/2022 14:48:50 ,08/08/2022 14:48:50 ,,,,,,,,,,Non-Fiction,,818 C891Af,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.5-6,0,0,,23402593880001401,22402594340001401,9952167073801401
The work of Stephen Crane. Edited by Wilson Follett.,"Book By Crane, Stephen, (New York, Russell & Russell [1963])",33086000960351,,,F.W. Olin Library,,,08/08/2022 14:48:49 ,08/08/2022 14:48:49 ,,,,,,,,,,Non-Fiction,,818 C891Af,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.3-4,0,0,,23402594090001401,22402594340001401,9952167073801401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511914,,,F.W. Olin Library,,,08/08/2022 14:48:49 ,08/08/2022 14:48:49 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 5,0,0,,23402594100001401,22402594930001401,9952167340501401
The work of Stephen Crane. Edited by Wilson Follett.,"Book By Crane, Stephen, (New York, Russell & Russell [1963])",33086000960435,,,F.W. Olin Library,,,08/08/2022 14:48:49 ,08/08/2022 14:48:49 ,,,,,,,,,,Non-Fiction,,818 C891Af,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.11-12,0,0,,23402594250001401,22402594340001401,9952167073801401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511906,,,F.W. Olin Library,,,08/08/2022 14:48:49 ,08/08/2022 14:48:49 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.10,0,0,,23402594260001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511724,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 2,0,0,,23402594300001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511716,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 3,0,0,,23402594380001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511708,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 6,0,0,,23402594470001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511690,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 7,0,0,,23402594550001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511682,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 8,0,0,,23402594610001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511674,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 9,0,0,,23402594710001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086000961474,,,F.W. Olin Library,,,08/08/2022 14:48:48 ,08/08/2022 14:48:48 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23402594780001401,22402594930001401,9952167340501401
The centennial edition of the works of Sidney Lanier.,"Book By Lanier, Sidney, ([Baltimore The Johns Hopkins Press, 1945])",33086001511922,,,F.W. Olin Library,,,08/08/2022 14:48:47 ,08/08/2022 14:48:47 ,,,,,,,,,,Non-Fiction,,818 L287Aa,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 4,0,0,,23402594860001401,22402594930001401,9952167340501401
"Think back on us; a contemporary chronicle of the 1930's. Edited, with an introd., by Henry Dan Piper.","Book By Cowley, Malcolm, (Carbondale, Southern Illinois University Press [1967])",33086000960344,,,F.W. Olin Library,,,08/08/2022 14:48:46 ,08/08/2022 14:48:46 ,,,,,,,,,,Non-Fiction,,818 C875t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402595470001401,22402595570001401,9952167074201401
The dissenting opinions of Mister Westbrook Pegler.,"Book By Pegler, J. Westbrook (New York, C Scribner's sons, 1938.)",33086001632488,,,F.W. Olin Library,,,08/08/2022 14:48:45 ,08/08/2022 14:48:45 ,,,,,,,,,,Non-Fiction,,818 P376d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402595880001401,22402595920001401,9952167208201401
Studies in the literature of the Augustan Age. Essays collected in honor of Arthur Ellicott Case.,"Book By Boys, Richard C. (Ann Arbor, Mich., Distributed for the Augustan Reprint Society by the George Wahr Pub Co, 1952.)",33086000964403,,,F.W. Olin Library,,,08/08/2022 14:49:53 ,08/08/2022 14:49:53 ,,,,,,,,,,Non-Fiction,,820.9 B793s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402599300001401,22402599310001401,9952167162401401
"The study and appreciation of literature, by Ralph Philip Boas.","Book By Boas, Ralph Philip, (New York, Harcourt, Brace [c1931])",33086000964387,,,F.W. Olin Library,,,08/08/2022 14:49:48 ,08/08/2022 14:49:48 ,,,,,,,,,,Non-Fiction,,820.9 B662s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402599680001401,22402599700001401,9952167163601401
"Leigh Hunt's ""Examiner"" examined; comprising some account of that celebrated newspaper's contents, &c. 1808-25, and selections, by or concerning Leigh Hunt, Lamb, Keats, Shelley, and Byron, illustrating the literary history of that time, for the most part previously unreprinted. By Edmund Blunden.","Book By Blunden, Edmund, (London, Cobden-Sanderson [1928])",33086000964379,,,F.W. Olin Library,,,08/08/2022 14:49:45 ,08/08/2022 14:49:45 ,,,,,,,,,,Non-Fiction,,820.9 B658L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402599940001401,22402599960001401,9952167164201401
The lost travellers; a romantic theme with variations.,"Book By Blackstone, Bernard, ([London] Longmans [1962])",33086000964361,,,F.W. Olin Library,,,08/08/2022 14:49:41 ,08/08/2022 14:49:41 ,,,,,,,,,,Non-Fiction,,820.9 B631L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402600270001401,22402600310001401,9952167164801401
"Sex expression in literature, by V.F. Calverton ... with an introduction by Harry Elmer Barnes.","Book By Calverton, V. F. (New York, Boni & Liveright, 1926.)",33086000964478,,,F.W. Olin Library,,,08/08/2022 14:49:25 ,08/08/2022 14:49:25 ,,,,,,,,,,Non-Fiction,,820.9 C167s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402602280001401,22402602290001401,9952167157301401
Thoreau; the quest and the classics.,"Book By Seybold, Ethel. (New Haven, Yale University Press, 1951.)",33086000962928,,,F.W. Olin Library,,,08/08/2022 14:49:23 ,08/08/2022 14:49:23 ,,,,,,,,,,Non-Fiction,,818 T488Xs,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402602560001401,22402602600001401,9952167326701401
"Henry David Thoreau; representative selections, with introduction, bibliography, and notes, by Bartholow V. Crawford ...","Book By Thoreau, Henry David, (New York, Cincinnati [etc.] American Book Company [c1934])",33086000962852,,,F.W. Olin Library,,,08/08/2022 14:49:22 ,08/08/2022 14:49:22 ,,,,,,,,,,Non-Fiction,,818 T488Ac,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402602820001401,22402602900001401,9952167331901401
Edmund Wilson; a study of literary vocation in our time.,"Book By Paul, Sherman. (Urbana, University of Illinois Press, 1965.)",33086000963058,,,F.W. Olin Library,,,08/08/2022 14:49:18 ,08/08/2022 14:49:18 ,,,,,,,,,,Non-Fiction,,818 W747Xp,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402603760001401,22402603800001401,9952167322801401
"Thorns on the Tudor rose : monks, rogues, vagabonds, and sturdy beggars / J. Thomas Kelly.","Book By Kelly, J. Thomas. (Jackson : University Press of Mississippi, c1977.)",33086000541623,,,F.W. Olin Library,,,08/08/2022 16:24:47 ,08/08/2022 16:24:47 ,,,,,,,,,,Non-Fiction,,309.142 K29t,Dewey Decimal classification,,,,309.142 K29t,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404289670001401,22404289690001401,9952171064701401
Studies in Chinese society / Edited by Arthur P. Wolf.,"Book (Stanford : Stanford University Press, 1978.)",33086000547265,,,F.W. Olin Library,,,08/08/2022 20:06:11 ,08/08/2022 20:06:11 ,,,,,,,,,,Non-Fiction,,309.151 S933,Dewey Decimal classification,,,,309.151 S933,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23405268030001401,22405268060001401,9952173607101401
Statistical issues : a reader for the behavioral sciences / edited by Roger E. Kirk.,"Book By Kirk, Roger E. (Monterey, Calif. : Brooks/Cole Pub Co, 1972.)",33086000542647,,,F.W. Olin Library,,,08/08/2022 16:25:01 ,08/08/2022 16:25:01 ,,,,,,,,,,Non-Fiction,,310 K59s,Dewey Decimal classification,,,,310 K59s,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404323940001401,22404323970001401,9952171452401401
The imaginary voyage in prose fiction / Philip Babcock Gove.,"Book By Gove, Philip Babcock, (New York : Arno Press, 1974.)",33086000543868,,,F.W. Olin Library,,,08/08/2022 16:24:37 ,08/08/2022 16:24:37 ,,,,,,,,,,Non-Fiction,,809.3G721i,Dewey Decimal classification,,,,809.3 G721i,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404305870001401,22404305980001401,9952171170201401
Sherwood Anderson / Welford Dunaway Taylor.,"Book By Taylor, Welford Dunaway. (New York : F Ungar Pub Co, c1977.)",33086000542894,,,F.W. Olin Library,,,08/08/2022 16:24:51 ,08/08/2022 16:24:51 ,,,,,,,,,,Non-Fiction,,813 A549Xt,Dewey Decimal classification,,,,813 A549Xt,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404297540001401,22404297590001401,9952171053401401
John Barth : an introduction / David Morrell.,"Book By Morrell, David. (University Park : Pennsylvania State University Press, c1976.)",33086001163385,,,F.W. Olin Library,,,08/08/2022 16:25:19 ,08/08/2022 16:25:19 ,,,,,,,,,,Non-Fiction,,813 B284Xm,Dewey Decimal classification,,,,813 B284Xm,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404318340001401,22404318380001401,9952171154901401
Nathaniel Hawthorne and European literary tradition / by Jane Lundblad.,"Book By Lundblad, Jane. (Upsala, Cambridge, A-b Lundequistska bokhandeln [1947])",33086000427260,,,F.W. Olin Library,,,08/08/2022 16:46:34 ,08/08/2022 16:46:34 ,,,,,,,,,,Non-Fiction,,813 H399XL,Dewey Decimal classification,,,,813 H399XL,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404784340001401,22404784670001401,9952172498601401
The method of Henry James / by Joseph Warren Beach.,"Book By Beach, Joseph Warren, (New Haven : Yale University Press, 1918.)",33086002104305,,,F.W. Olin Library,,,08/08/2022 16:47:38 ,08/08/2022 16:47:38 ,,,,,,,,,,Non-Fiction,,813 J27Xb,Dewey Decimal classification,,,,813 J27Xb,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404838010001401,22404838050001401,9952172744101401
Frank Norris : a study.,"Book By Marchand, Ernest (Stanford University, Calif. : Stanford University Press, c1942.)",33086000508101,,,F.W. Olin Library,,,08/08/2022 16:19:56 ,08/08/2022 16:19:56 ,,,,,,,,,,Non-Fiction,,813 N855ma,Dewey Decimal classification,,,,813 N855ma,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23403990020001401,22403990180001401,9952170519201401
Emerson's angle of vision : man and nature in American experience / Sherman Paul.,"Book By Paul, Sherman. (Cambridge [Mass.] : Harvard University Press, c1952)",33086001105147,,,F.W. Olin Library,,,08/08/2022 16:17:51 ,08/08/2022 16:17:51 ,,,,,,,,,,Non-Fiction,,814 E53Xp,Dewey Decimal classification,,,,814 E53Xp,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23403871660001401,22403871710001401,9952170057701401
Stone's throw : selected essays / by Jennifer Stone.,"Book By Stone, Jennifer, (Berkeley, Calif. : North Atlantic Books, c1988.)",33086003172475,,,F.W. Olin Library,,,08/08/2022 16:38:48 ,08/08/2022 16:38:48 ,,,,,,,,,,Non-Fiction,,814 S878s 1988,Dewey Decimal classification,,,,814 S878m 1988,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,c.3,0,0,,23404362560001401,22404362620001401,9952171648501401
"The best of Clarence Day, including God and my father, Life with father, Life with mother, This simian world, and selections from Thoughts without words.","Book By Day, Clarence, (New York, A A Knopf, 1948.)",33086000324640,,,F.W. Olin Library,,,08/08/2022 15:11:35 ,08/08/2022 15:11:35 ,,,,,,,,,,Non-Fiction,,818 D273A,Dewey Decimal classification,,,,818 D273A,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23402640280001401,22402640410001401,9952167364701401
"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.","Book By Irving, Washington, (Boston : Twayne, 1978.)",33086001512573,,,F.W. Olin Library,,,08/08/2022 20:06:19 ,08/08/2022 20:06:19 ,,,,,,,,,,Non-Fiction,,818 I72AwLa,Dewey Decimal classification,,,,818 I72AwLa,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,v. 3,0,0,,23405294390001401,22405294670001401,9952173606401401
"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.","Book By Irving, Washington, (Boston : Twayne, 1978.)",33086001512409,,,F.W. Olin Library,,,08/08/2022 20:06:19 ,08/08/2022 20:06:19 ,,,,,,,,,,Non-Fiction,,818 I72AwLa,Dewey Decimal classification,,,,818 I72AwLa,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,v. 4,0,0,,23405294480001401,22405294670001401,9952173606401401
"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.","Book By Irving, Washington, (Boston : Twayne, 1978.)",33086000547299,,,F.W. Olin Library,,,08/08/2022 20:06:19 ,08/08/2022 20:06:19 ,,,,,,,,,,Non-Fiction,,818 I72AwLa,Dewey Decimal classification,,,,818 I72AwLa,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23405294570001401,22405294670001401,9952173606401401
"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.","Book By Irving, Washington, (Boston : Twayne, 1978.)",33086001512581,,,F.W. Olin Library,,,08/08/2022 20:06:19 ,08/08/2022 20:06:19 ,,,,,,,,,,Non-Fiction,,818 I72AwLa,Dewey Decimal classification,,,,818 I72AwLa,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,v. 2,0,0,,23405294630001401,22405294670001401,9952173606401401
Mahomet and his successors. Edited by Henry A. Pochmann and E. N. Feltskog.,"Book By Irving, Washington, (Madison, University of Wisconsin Press, 1970.)",33086000510370,,,F.W. Olin Library,,,08/08/2022 16:20:33 ,08/08/2022 16:20:33 ,,,,,,,,,,Non-Fiction,,818 I72Awm,Dewey Decimal classification,,,,818 I72Awm,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404043770001401,22404043870001401,9952170640001401
Critical essays of the seventeenth century... Ed. by J.E. Spingarn.,"Book By Spingarn, Joel Elias, (Oxford, Clarendon press, 1908-09.)",33086000431221,,,F.W. Olin Library,,,08/08/2022 16:48:03 ,08/08/2022 16:48:04 ,,,,,,,,,,Non-Fiction,,820.4 S757cv.3,Dewey Decimal classification,,,,820.4 S757c v 3,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404884000001401,22404884140001401,9952172738701401
"The official guidebook of Colonial Williamsburg; containing a brief history of the city and descriptions of more than one hundred dwelling-houses, shops & public buildings. Also a large guide-map.","Book By Colonial Williamsburg, inc. (Williamsburg [Va.] Printed for Colonial Williamsburg, 1951.)",33086002113173,,,F.W. Olin Library,,,08/08/2022 16:48:48 ,08/08/2022 16:48:48 ,,,,,,,,,,Non-Fiction,,917.55425 C719o1951,Dewey Decimal classification,,,,917.55425 C719o 1951,Dewey Decimal classification,Item in place,,,Circulating,,Book,1,,0,0,,23404934630001401,22404934660001401,9952172908901401
